单间 | 下关五塘白云雅居 3室1厅 主卧 精装修 可办居住证,白云雅居,1000,http://short.58.com/zd_p/492c54a8-9087-442b-abf0-9c94f08a3044/?target=oc-16-xgk_ephv_83127963920432q-feykn&end=end
单间 | 定淮门大街 熊猫软件园 单室套便宜甩租,古平岗24号小区,1500,http://nj.58.com/hezu/32622902668463x.shtml
单间 | 江宁开发区高尔夫国际花 4室2厅 次卧 朝南 中等装,高尔夫国际花园,650,http://nj.58.com/hezu/32311751526844x.shtml
整租 | 江山名座 1室1厅1卫,江山名座,2200,http://nj.58.com/zufang/32645568424265x.shtml
单间 | 江宁岔路口仲景公寓 3室1厅 主卧 朝南 精装修,仲景公寓,850,http://nj.58.com/hezu/32423582161723x.shtml
单间 | 兴隆大街地铁站附近虹苑新寓次卧出租,应天西路,1350,http://nj.58.com/hezu/32026112250314x.shtml
单间 | 集庆门地铁口 金鹰世界 河西万达 乐基广场 应天大街,世纪之星,1200,http://nj.58.com/hezu/32559215093935x.shtml
单间 | 栖霞燕子矶胜利一村 3室1厅 主卧 朝南 精装修,胜利一村,900,http://nj.58.com/hezu/32469676859336x.shtml
单间 | 中和桥20号 2室1厅1卫 整房出租，环境优美，采光,秦虹,2600,http://nj.58.com/hezu/32655824969034x.shtml
单间 | 江宁科学园天印花园 3室1厅 主卧 朝南 精装修,天印花园,900,http://nj.58.com/hezu/32469644677292x.shtml
单间 | 文静路 文静新村 3室1厅 主卧 朝南 精装修月付,东山,750,http://nj.58.com/hezu/32423913010354x.shtml
单间 | 潭桥公寓南园 4室1厅 主卧 朝南 精装修,潭桥公寓南园,800,http://nj.58.com/hezu/32523348430509x.shtml
整租 | 能仁里16号 3室1厅1卫,能仁里,2300,http://nj.58.com/zufang/32467918360506x.shtml
单间 | 个人出租，双龙大道地铁口鑫泰国际广场 3室中的一间首,鑫泰国际广场,1000,http://nj.58.com/hezu/32579661969610x.shtml
单间 | 建业区水西门大街258号园中园公寓,园中园公寓,500,http://nj.58.com/hezu/31803522518703x.shtml
单间 | 园中园小区 3室1厅1卫 男女不限,南湖,500,http://nj.58.com/hezu/31771374114101x.shtml
整租 | 南苑宇园 2室1厅1卫,应天西路,2650,http://nj.58.com/zufang/32239711625292x.shtml
单间 | 玉靖花园 4室1厅 主卧 朝南 精装修,玉靖花园,800,http://nj.58.com/hezu/32523300451021x.shtml
单间 | 个人出租天印大道地铁口精装单间无线WF24小时热水,恒安嘉园,600,http://nj.58.com/hezu/32311605886267x.shtml
单间 | 恒达嘉园 4室2厅 主卧 朝南 精装修,恒达嘉园,1300,http://nj.58.com/hezu/32545313455177x.shtml
单间 | 建邺奥体莲花北苑 3室1厅 主卧 朝南 精装修,莲花新城北苑,800,http://nj.58.com/hezu/32557219623476x.shtml
单间 | 1号线天印大道附近精装修主卧 朝南 房租押一付一无,书香名门,880,http://nj.58.com/hezu/32655764174133x.shtml
整租 | 百家湖西花园巴黎城 1室0厅1卫,百家湖西花园巴黎城,1000,http://nj.58.com/zufang/32621682680384x.shtml
单间 | 瑞金新村 2室1厅1卫 限男生 次卧出租,瑞金新村,1000,http://nj.58.com/hezu/32655814684339x.shtml
"单间 | 门口s3,近软件大道，可短租",铁心桥,800,http://nj.58.com/hezu/32655818309188x.shtml
整租 | 秦湾景园 3室1厅1卫,秦湾景园,3200,http://nj.58.com/zufang/32566012188721x.shtml
单间 | 江宁秣陵合家春天 3室1厅 主卧 朝南 精装修,合家春天,1200,http://nj.58.com/hezu/32469516562223x.shtml
单间 | 江宁江宁周边武夷绿洲赏桂 3室1厅 主卧 朝南 精装,武夷绿洲赏桂苑,900,http://nj.58.com/hezu/32469603878579x.shtml
单间 | 【可短租】雨花台铁心桥S3号地铁软件谷韩府新苑单间7,韩府新苑,720,http://nj.58.com/hezu/32655810928201x.shtml
单间 | 三号线【漂亮妹子都喜欢】精装修交通便利,湖南路,1080,http://nj.58.com/hezu/32492734995631x.shtml
单间 | 3号线地铁口 （威尼斯一街区）精装单间600,威尼斯水城第一街区,600,http://nj.58.com/hezu/31706063351482x.shtml
整租 | 虎踞北路79号小区 3室1厅1卫,虎踞北路79号小区,2300,http://nj.58.com/zufang/32560362278861x.shtml
单间 | 栖霞燕子矶胜利一村 3室1厅 主卧 朝南 精装修,胜利一村,900,http://nj.58.com/hezu/32469676859336x.shtml
单间 | 建邺奥体莲花北苑 3室1厅 主卧 朝南 精装修,莲花新城北苑,800,http://nj.58.com/hezu/32557219623476x.shtml
单间 | 1号线天印大道附近精装修主卧 朝南 房租押一付一无,书香名门,880,http://nj.58.com/hezu/32655764174133x.shtml
单间 | 江宁科学园天印花园 3室1厅 主卧 朝南 精装修,天印花园,900,http://nj.58.com/hezu/32469644677292x.shtml
"单间 | 门口s3,近软件大道，可短租",铁心桥,800,http://nj.58.com/hezu/32655818309188x.shtml
单间 | 潭桥公寓南园 4室1厅 主卧 朝南 精装修,潭桥公寓南园,800,http://nj.58.com/hezu/32523348430509x.shtml
单间 | 江宁江宁周边武夷绿洲赏桂 3室1厅 主卧 朝南 精装,武夷绿洲赏桂苑,900,http://nj.58.com/hezu/32469603878579x.shtml
单间 | 【可短租】雨花台铁心桥S3号地铁软件谷韩府新苑单间7,韩府新苑,720,http://nj.58.com/hezu/32655810928201x.shtml
单间 | 建业区水西门大街258号园中园公寓,园中园公寓,500,http://nj.58.com/hezu/31803522518703x.shtml
整租 | 虎踞北路79号小区 3室1厅1卫,虎踞北路79号小区,2300,http://nj.58.com/zufang/32560362278861x.shtml
单间 | 江宁东山亲水湾花园 3室1厅 主卧 朝南 精装修,亲水湾花园,1200,http://nj.58.com/hezu/32415645985590x.shtml
单间 | 地铁天印大道附近 明月新寓花园 精装修主卧 押一付一,明月新寓花园,780,http://nj.58.com/hezu/32655810385847x.shtml
整租 | 南苑宇园 2室1厅1卫,应天西路,2650,http://nj.58.com/zufang/32239711625292x.shtml
单间 | 【迈皋桥稀缺地铁房】高端小区中电楼盘首次出租,中电颐和家园尚璟,1380,http://nj.58.com/hezu/32357234635569x.shtml
单间 | 个人出租天印大道地铁口精装单间无线WF24小时热水,恒安嘉园,600,http://nj.58.com/hezu/32311605886267x.shtml
单间 | 恒达嘉园 4室2厅 主卧 朝南 精装修,恒达嘉园,1300,http://nj.58.com/hezu/32545313455177x.shtml
整租 | 润泰花园二期 3室2厅2卫,泰山,2500,http://nj.58.com/zufang/32448425316045x.shtml
单间 | 河定桥旁精装次卧便宜租了可长短住月付,科学园,680,http://nj.58.com/hezu/32499827991354x.shtml
整租 | 百家湖西花园巴黎城 1室0厅1卫,百家湖西花园巴黎城,1000,http://nj.58.com/zufang/32621682680384x.shtml
单间 | 莲花新城嘉园民宿住宅可短租月付,莲花新城嘉园,850,http://nj.58.com/hezu/31816049065545x.shtml
单间 | 瑞金新村 2室1厅1卫 限男生 次卧出租,瑞金新村,1000,http://nj.58.com/hezu/32655814684339x.shtml
整租 | 儒林学士府 4室1厅2卫,儒林学士府,1800,http://nj.58.com/zufang/30176268434888x.shtml
整租 | 秦湾景园 3室1厅1卫,秦湾景园,3200,http://nj.58.com/zufang/32566012188721x.shtml
单间 | 江宁秣陵合家春天 3室1厅 主卧 朝南 精装修,合家春天,1200,http://nj.58.com/hezu/32469516562223x.shtml
整租 | 紫金墨香苑 2室1厅1卫,紫金墨香苑,1700,http://nj.58.com/zufang/32655811998541x.shtml
单间 | 浦口桥北威尼斯三街区 3室2厅 次卧 朝东南 精装修,桥北,500,http://nj.58.com/hezu/29541772542124x.shtml
单间 | 三号线【漂亮妹子都喜欢】精装修交通便利,湖南路,1080,http://nj.58.com/hezu/32492734995631x.shtml
单间 | 3号线【天润城九街区】单间600元 可月付,天润城第九街区,600,http://nj.58.com/hezu/32159267416014x.shtml
单间 | 3号线地铁口 （威尼斯一街区）精装单间600,威尼斯水城第一街区,600,http://nj.58.com/hezu/31706063351482x.shtml
单间 | 怡康新寓 3室1厅1卫,怡康新寓,1500,http://nj.58.com/hezu/32426942810801x.shtml
单间 | 华庭北苑 3室2厅 次卧 朝南 精装修,上坊,700,http://nj.58.com/hezu/31261921931050x.shtml
单间 | 马群 家电齐全 拎包入住 3室2厅 主卧带阳台 朝南,南湾营馨康苑,850,http://nj.58.com/hezu/32655804578229x.shtml
单间 | 苜蓿园地铁站 四方新村 海福巷 好房出租 可月付,城市之星,1300,http://nj.58.com/hezu/32544360752443x.shtml
单间 | 中铁优质单间可月付无朝南大飘窗,中铁青秀城,1080,http://nj.58.com/hezu/32291753952067x.shtml
单间 | 个人出租，胜太西路地铁口附近太平花苑三间中的一间,南京,700,http://nj.58.com/hezu/32512127857843x.shtml
单间 | 个人出租，胜太西路地铁口附近太平花苑三间中的一间,南京,700,http://nj.58.com/hezu/32512127857843x.shtml
单间 | 河定桥旁精装次卧便宜租了可长短住月付,科学园,680,http://nj.58.com/hezu/32499827991354x.shtml
单间 | 竹山路地铁附近旭辉九著 4室1厅 主卧 朝南 精装修,旭辉九著,900,http://nj.58.com/hezu/32655808326337x.shtml
单间 | 复地御钟山 3室1厅1卫 限女性,复地御钟山,1100,http://nj.58.com/hezu/27900237841867x.shtml
单间 | 浦口桥北威尼斯三街区 3室2厅 次卧 朝东南 精装修,桥北,500,http://nj.58.com/hezu/29541772542124x.shtml
单间 | 3号线【天润城九街区】单间600元 可月付,天润城第九街区,600,http://nj.58.com/hezu/32159267416014x.shtml
整租 | 钻石华府 2室1厅1卫,钻石华府,1600,http://nj.58.com/zufang/32417483365175x.shtml
单间 | 华庭北苑 3室2厅 次卧 朝南 精装修,上坊,700,http://nj.58.com/hezu/31261921931050x.shtml
整租 | 百家湖国际花园 1室1厅1卫,百家湖国际花园,1250,http://nj.58.com/zufang/32513096536638x.shtml
单间 | 桥北新村有房出租-非中介-男女不限,泰山,650,http://nj.58.com/hezu/32259971278386x.shtml
整租 | 海润枫景花园 3室2厅1卫,海润枫景花园,1500,http://nj.58.com/zufang/32645148283854x.shtml
整租 | 花岗幸福城海棠园 1室1厅1卫,南京,1300,http://nj.58.com/zufang/25569428443341x.shtml
单间 | 超大单间 朝南带阳台 随时看房,百家湖花园维也纳城,900,http://nj.58.com/hezu/31783949045840x.shtml
单间 | 自住房屋三室一厅一卫限女生单间可短租,春江佳园,1000,http://nj.58.com/hezu/32439447676875x.shtml
整租 | 蓝岸3G 1室1厅1卫,蓝岸3G,1900,http://nj.58.com/zufang/30334415645628x.shtml
单间 | 个人出租经纬城市花园 5室1厅2卫 男女不限,经纬城市花园,1000,http://nj.58.com/hezu/30557687746091x.shtml
单间 | 莲花新城北苑 4室1厅1卫 男女不限,莲花新城北苑,799,http://nj.58.com/hezu/30566934259399x.shtml
单间 | 南湾营宁康苑 2室1厅1卫 男女不限,南湾营宁康苑,1500,http://nj.58.com/hezu/32655802491840x.shtml
整租 | 雨花客厅 1室1厅1卫,雨花客厅,4000,http://nj.58.com/zufang/32522458515262x.shtml
单间 | 桥北地铁 威尼斯一街 单间500-700元,威尼斯水城第一街区,500,http://nj.58.com/hezu/32621814262339x.shtml
单间 | 浦口桥北金城丽景南区单间带阳台 朝南,金城丽景南区,500,http://nj.58.com/hezu/29816725591721x.shtml
单间 | 可月付 地铁口【明发三期】主卧次卧 可短租,明发滨江新城三期,600,http://nj.58.com/hezu/32422514268867x.shtml
单间 | 直租凤翔花园三房合租,铁心桥,900,http://nj.58.com/hezu/32578287728446x.shtml
单间 | 二号线集庆门大街金地名京 主卧配厨房卫生间,金地名京,2500,http://nj.58.com/hezu/32655789872947x.shtml
单间 | 近地铁1号线、2号线、3号线，可短租,能仁里,1300,http://nj.58.com/hezu/32655789809578x.shtml
单间 | 个人出租 胜太西路地铁口 天琪雅居 独立阳台主卧,天琪雅居,1300,http://nj.58.com/hezu/32301013743153x.shtml
整租 | 九龙雅苑 2室1厅1卫,九龙雅苑,3100,http://nj.58.com/zufang/32644462570039x.shtml
单间 | 江宁将军大道托乐嘉花园 3室1厅 主卧 朝南 精装修,托乐嘉花园,950,http://nj.58.com/hezu/32415517249355x.shtml
单间 | 急转，莲花新城南苑主卧，4室1厅1卫 男女不限,莲花新城南苑,1100,http://nj.58.com/hezu/32615687604267x.shtml
单间 | 个人出租 江宁万达 步行街小区 精装 大主卧,步行街小区,950,http://nj.58.com/hezu/32234684018128x.shtml
单间 | 个人出租 岔路口 天地新城 独卫主卧,天地新城天琴座,1100,http://nj.58.com/hezu/32301093791801x.shtml
单间 | 个人地铁口翠岛花神美境软件大道南京南站 850/10,双龙嘉园,850,http://nj.58.com/hezu/29663218453809x.shtml
单间 | 鑫泰国际广场 3室2厅1卫 男女不限,鑫泰国际广场,850,http://nj.58.com/hezu/32644731131970x.shtml
单间 | 熙景福苑 2室1厅2卫 限女生,迈皋桥,1000,http://nj.58.com/hezu/31937016408888x.shtml
整租 | 亚东城(西区) 2室2厅1卫,亚东城(西区),4200,http://nj.58.com/zufang/32561505969974x.shtml
单间 | 可月付 地铁口【明发三期】主卧次卧 可短租,明发滨江新城三期,600,http://nj.58.com/hezu/32422514268867x.shtml
整租 | 祈福花园 2室2厅1卫,祈福花园,3000,http://nj.58.com/zufang/27790670150467x.shtml
整租 | 琵琶小区 1室1厅1卫,琵琶小区,3000,http://nj.58.com/zufang/32268464191915x.shtml
单间 | 二号线集庆门大街金地名京 主卧配厨房卫生间,金地名京,2500,http://nj.58.com/hezu/32655789872947x.shtml
单间 | 将军大道江南青年城 1室1厅1卫 男女不限,江南青年城青楚门,1550,http://nj.58.com/hezu/32565967623224x.shtml
单间 | 近地铁1号线、2号线、3号线，可短租,能仁里,1300,http://nj.58.com/hezu/32655789809578x.shtml
单间 | 三山街地铁国创园对面升州路皇册家园桃园人家精装修电梯,桃园人家,1650,http://nj.58.com/hezu/32191048343980x.shtml
单间 | 个人出租 翠屏山地铁口 托乐嘉 精装次卧 可月付,托乐嘉花园,850,http://nj.58.com/hezu/32500911968187x.shtml
单间 | 阅城国际花园 4室1厅2卫 男女不限,阅城国际花园,580,http://nj.58.com/hezu/32623243113796x.shtml
单间 | 个人出租 岔路口 天地新城 独卫主卧,天地新城天琴座,1100,http://nj.58.com/hezu/32301093791801x.shtml
单间 | 个人出租，河海大学地铁口附近江南文枢苑三间中的一间,江南文枢苑,950,http://nj.58.com/hezu/32633772881741x.shtml
单间 | 个人地铁口翠岛花神美境软件大道南京南站 850/10,双龙嘉园,850,http://nj.58.com/hezu/29663218453809x.shtml
单间 | 个人房源！急租！万达集庆门大街地铁口朝南房间！ 也可,兴隆,700,http://nj.58.com/hezu/32556374171453x.shtml
单间 | 来凤小区 3室1厅1卫 男女不限,集庆门,1500,http://nj.58.com/hezu/32433612048826x.shtml
单间 | 熙景福苑 2室1厅2卫 限女生,迈皋桥,1000,http://nj.58.com/hezu/31937016408888x.shtml
单间 | 香樟园 4室1厅1卫 男女不限,西善桥,650,http://nj.58.com/hezu/32655781710798x.shtml
整租 | 莲花新城南苑 3室2厅1卫,莲花新城南苑,3500,http://nj.58.com/zufang/30149292956073x.shtml
单间 | 地铁口单间|月租金直减200|给钱就租|保证全小区最,莲花新城嘉园,400,http://nj.58.com/hezu/32349471580228x.shtml
单间 | 殷巷骏景华庭最后1间800，男女不限,开发区,800,http://nj.58.com/hezu/32173358140110x.shtml
单间 | 殷巷恒大绿洲精装单间500到1900不等,科学园,500,http://nj.58.com/hezu/31930443725883x.shtml
单间 | 华菁水苑 3室2厅1卫 男女不限,华菁水苑,2480,http://nj.58.com/hezu/32389316716093x.shtml
单间 | 个人出租，岔路口附近金盛花园三间中的一间,金盛花园,950,http://nj.58.com/hezu/32602209649067x.shtml
单间 | 南湾营宁康苑 2室1厅1卫 男女不限,南湾营宁康苑,1200,http://nj.58.com/hezu/32655780400563x.shtml
单间 | 三山街地铁站 次卧带阳台 电梯房 照片实拍 可做,城市之星,1400,http://nj.58.com/hezu/32268566557116x.shtml
单间 | 朋友转租 双龙大道地铁口 南方花园，电梯房，月付精装,南方花园(东区),900,http://nj.58.com/hezu/32423801295665x.shtml
单间 | 融侨世家 4室1厅 主卧 朝南 精装修,融侨世家,1000,http://nj.58.com/hezu/32523458189894x.shtml
单间 | 江宁东山名嘉佳园 3室1厅 主卧 朝南 精装修,名嘉佳园,850,http://nj.58.com/hezu/32423618169654x.shtml
单间 | 江宁开发区高尔夫国际花 4室2厅 次卧 朝南 中等装,高尔夫国际花园,700,http://nj.58.com/hezu/32311646217129x.shtml
单间 | 个人出租岔路口双龙大道地铁站附近南方花园三间中的一间,南方花园(西区),1050,http://nj.58.com/hezu/32602468297781x.shtml
单间 | 江宁岔路口双龙大道地铁东秦新苑 3室1厅 主卧 朝南,东秦新苑,1250,http://nj.58.com/hezu/32655810635194x.shtml
单间 | 竹山路地铁口旭辉九著 精装朝南大主卧便宜出租 押一付,旭辉九著,900,http://nj.58.com/hezu/32655796971960x.shtml
单间 | 江宁岔路口 金盛公寓 1000/月 精装单室套 可短,金盛公寓,1000,http://nj.58.com/hezu/32171274528555x.shtml
单间 | 江宁开发区胜利新村 3室1厅 主卧 朝南 精装修,胜利新村,950,http://nj.58.com/hezu/32415586676804x.shtml
单间 | 个人出租 胜太西路地铁口 天琪雅居 独立阳台主卧,天琪雅居,1300,http://nj.58.com/hezu/32301013743153x.shtml
单间 | 江宁秣陵合家春天 3室1厅 主卧 朝南 精装修,合家春天,1200,http://nj.58.com/hezu/32559413291337x.shtml
整租 | 琵琶小区 1室1厅1卫,琵琶小区,3000,http://nj.58.com/zufang/32268464191915x.shtml
单间 | 将军大道江南青年城 1室1厅1卫 男女不限,江南青年城青楚门,1550,http://nj.58.com/hezu/32565967623224x.shtml
单间 | 个人出租，岔路口附近金盛花园三间中的一间,金盛花园,950,http://nj.58.com/hezu/32602209649067x.shtml
单间 | 南湾营宁康苑 2室1厅1卫 男女不限,南湾营宁康苑,1200,http://nj.58.com/hezu/32655780400563x.shtml
单间 | 江宁开发区江南青年城蓝 5室1厅 次卧 朝南北 精装,江南青年城蓝水苑,700,http://nj.58.com/hezu/32245936949688x.shtml
单间 | 万达旁精装次卧便宜租了可长短住月付,东山,550,http://nj.58.com/hezu/32655777517878x.shtml
单间 | 三山街地铁国创园对面升州路皇册家园桃园人家精装修电梯,桃园人家,1650,http://nj.58.com/hezu/32191048343980x.shtml
整租 | 金湖家园 3室2厅1卫,金湖家园,1300,http://nj.58.com/zufang/31958041675307x.shtml
整租 | 太平花苑北区 1室1厅1卫,太平花苑北区,1600,http://nj.58.com/zufang/21463855700769x.shtml
整租 | 尧晨景园 2室1厅1卫,栖霞,1900,http://nj.58.com/zufang/30170522683193x.shtml
整租 | 盘城新居 3室1厅1卫,盘城新居,1300,http://nj.58.com/zufang/32533323537582x.shtml
整租 | 双拜巷192号小区 2室1厅1卫,孝陵卫,2700,http://nj.58.com/zufang/32425224695876x.shtml
单间 | 个人房源！急租！万达集庆门大街地铁口朝南房间！ 也可,兴隆,700,http://nj.58.com/hezu/32556374171453x.shtml
单间 | 个人无五塘地铁东电梯房拎包住直达新街口鼓楼,云谷山庄,600,http://nj.58.com/hezu/31682650076595x.shtml
